sentence_id,Verdict,score,Text,reasoning
6909,1,0.0,"We allow you -- if you choose to, you don't have to -- but we give you broader competition to allow you to buy into the same health care plan that senators and congressmen give themselves.",This sentence is non-checkworthy as it contains no factual claims that can be verified using publicly available information. It is an opinionated statement about a policy and does not provide any specific facts or statistics.
15369,1,0.0,"Today, by his own decision, the misery index is in excess of 20%, and I think this must suggest something.",The sentence does not contain any factual claims that can be checked using publicly available information. It only contains subjective statements and opinions.
730,1,0.0,That is my position on SDI and it's never wavered a bit.,"This sentence is a statement of opinion and personal belief, and does not contain any factual claims that can be checked using publicly available information."
14430,1,0.0,"And the battlefield was searched, and there wasn't one single iota of evidence that any US weapons were on that battlefield.","This sentence is non check-worthy as it only contains a negative statement about the absence of evidence, which is not a factual claim that can be verified or falsified using publicly available information."
4279,1,0.0,I supported Nunn-Lugar back in the early 1990s when a lot of my colleagues didn't.,This sentence is non-checkworthy as it is an opinion-centered statement about the speaker's past actions and does not contain any factual claims that can be verified using publicly available information.
3818,1,0.0,We hadn't caught bin Laden.,"This statement is not checkworthy as it is a past tense statement about an event that is widely known to be true. Osama bin Laden was killed by U.S. Navy SEALs on May 2, 2011. There is no need to fact-check this claim as it is a historical fact."
32512,1,10.0,"And, yes, when I was a senator, I did vote to close corporate loopholes.",This statement is factual and relates to a specific action taken by the speaker (a senator) in the past. It is also salient to the general public as it touches on issues related to corporate taxation and government spending.
14218,1,0.0,That's just what the president did when he vetoed the Family Leave Act.,"This sentence is non-checkworthy as it only contains a statement about an action taken by the president, which is a trivial factual claim."
14273,1,0.0,"Governor Clinton said, well, I might have been with the minority, let sanctions work -- but I guess I would have voted with the majority.","This sentence is non-checkworthy as it only contains a statement about what Governor Clinton might have done in the past, which is subjective and not factual."
23295,1,0.0,"That raises, he says $800 billion; we say $600 billion.","This sentence only contains a statement about what two different people say, which is subjective and not factual. It does not contain any publicly available information that can be fact-checked."
14061,1,0.0,"But this deal that we're doing with BAC and US Air and KLM and Northwest, guess who's on the president's campaign big time: a guy from Northwest.","This sentence does not contain any factual claims that are checkworthy. It only mentions the names of companies and a person, and does not provide any information that is salient to the general public or can be fact-checked using publicly available information."
7944,1,0.0,We're using our steel capacity fifty-five per cent today.,"This statement is non-checkworthy as it only contains a factual claim about current usage of steel capacity, which is not salient to the general public and can be easily verified by the company itself."
15464,1,0.0,"We, as I have said earlier, fell below the national average in inflation when we did that.",This sentence does not contain any factual claims that can be checked using publicly available information. It only contains a subjective statement 'We fell below the national average' which cannot be verified without additional context.
19873,1,0.0,"And you pick out 20,000, whether they need the money or not, and they get paid for volunteering.","This sentence is non-checkworthy as it contains no factual claims that are salient to the general public. It only mentions a vague number (20,000) and a subjective statement ('whether they need the money or not'). There is no publicly available information to fact-check."
27440,1,0.0,So the work that we've done with respect to sanctions now offers Iran a choice.,"This sentence does not contain any factual claims that are checkworthy. It only expresses a conditional statement about a choice that Iran supposedly has, which is subjective and open to interpretation."
3958,1,0.0,"So I'm not prepared to threaten it, as Senator Obama apparently wants to do, as he has said that he would announce military strikes into Pakistan.","This sentence contains an opinionated statement ('Senator Obama apparently wants to do') and a reference to a specific individual ('Senator Obama'), making it non check-worthy."
25941,1,0.0,They may be danger -- I voted I for everything since that time.,This sentence is non check-worthy as it only contains a personal statement and does not contain any factual claims that are salient to the general public.
13892,1,0.0,"I never said -- and I defy you to find where I said -- I gave an extensive environmental speech in April, and I said that we ought to have a goal of raising the fuel efficiency standards to 40 miles a gallon.","This sentence contains a negation and a challenge to the listener to find evidence, making it difficult to fact-check without further information. Additionally, it does not contain any specific claims about facts or statistics that can be easily checked."
27310,1,0.0,They're still number one today.,This sentence is non check-worthy as it only contains a subjective statement about being 'number one' without specifying a factual claim or providing any context or evidence to support it.
32536,1,0.0,"And so do all of her donors, or most of her donors.",This sentence is non check-worthy as it only contains a subjective statement and a generalization about a group of people without any factual basis or publicly available information to support the claim.
10835,1,0.0,You know he came to the Senate and never once proposed legislation to do that?," According to the given definition, this sentence is non check-worthy as it only contains a question and a statement about someone's past actions without providing any factual information that can be verified. Therefore, the score would be 0 and the reasoning would be ""The sentence contains a question and a statement about someone's past actions without providing any factual information that can be verified."" {'score': 0,'reasoning': 'The sentence contains a question and a statement about someone\'s past actions without providing any factual information that can be verified.'}"
20882,1,0.0,"The first is, the difference is there is no new accountability measures in Vice President Gore's plan.","This sentence only contains an opinion ('there is no new accountability measures') about Vice President Gore's plan, and it does not provide any factual information that can be checked using publicly available information."
1730,1,0.0,"First of all, I don't have a $5 trillion tax cut.",This sentence contains a negative claim about a specific monetary amount that is not fact-checkable as it is a statement about the speaker's personal finances and not publicly available information.
20230,1,0.0,"And that stands in contrast to my worthy opponent's plan, which will increase the size of government dramatically.",This sentence is non-checkworthy as it contains an opinionated statement ('worthy opponent''s plan will increase the size of government dramatically') and a qualifier ('dramatically') which makes the factual claim vague and subjective.
16778,1,0.0,"Well, that bill has not yet come down to the Oval Office, so I am not in a position to make any judgment on it tonight.",This statement is non-checkworthy as it is an opinion and does not contain any factual claims that can be verified using publicly available information.
596,1,0.0,And he just lifted martial law.,"This sentence does not contain any factual claims that are checkworthy. It only describes an action taken by a person (lifting martial law), which is not a fact that can be verified or falsified using publicly available information."
14277,1,0.0,"We busted the 4th largest army, and we did it through leadership.",This sentence is non-checkworthy as it contains a subjective statement 'We busted' and an opinionated statement 'We did it through leadership'.
18748,1,0.0,"With respect to North Korea, the real story: We had inspectors and television cameras in the nuclear reactor in North Korea.","This sentence is non-checkworthy as it only contains a past tense statement about having inspectors and television cameras in a nuclear reactor in North Korea, which is a trivial factual claim and does not provide any new or significant information that is factual and salient to the general public."
23329,1,0.0,"I mean, these aren't make-up figures.","This sentence is non check-worthy as it does not contain any factual claims that are salient to the general public. It is an assertion about the authenticity of figures, which is subjective in nature. Therefore, the score would be 0 with the reasoning that the sentence is non check-worthy due to its subjective nature."
30233,1,0.0,"He even said, well, you know, if there were nuclear war in East Asia, well, you know, that's fine...",This sentence does not contain any factual claims that are checkworthy or salient to the general public. It only expresses a subjective opinion and a hypothetical scenario.
1932,1,0.0,"And the amount of debt we're adding, at a trillion a year, is simply not moral.",This sentence contains a subjective statement 'is not moral' which cannot be fact-checked using publicly available information.
21099,1,0.0,There is $2.3 trillion of surplus that we can use to make sure that younger workers have a Social Security plan in the future.,"This sentence contains a claim about a specific amount of money ($2.3 trillion) that is supposed to be a surplus for Social Security. However, it is not clear where this number comes from or if it is even accurate. Without more context or a reliable source, it is impossible to fact-check this claim."
5794,1,0.0,"Senator McCain's own campaign said publicly last week that, if we keep on talking about the economic crisis, we lose, so we need to change the subject.","This sentence contains a statement about what a campaign said publicly, but it does not contain any factual claims that are salient to the general public. It is more of a political strategy comment rather than a factual statement."
3343,1,0.0,"So far, Mr. Ford has not done it.","This sentence does not contain any factual claims that are checkworthy. It only states that an action has not been taken by Mr. Ford, which is an opinion-centered statement."
19551,1,0.0,"In Northern Ireland, in the Middle East we are better off than we were four years ago.","This sentence is non check-worthy as it contains a subjective statement 'we are better off' and a geographical error 'in Northern Ireland, in the Middle East'. The Middle East is a large region that does not include Northern Ireland."
3302,1,0.0,He had the facts that were released today immediately after the Mayaguez incident.,"This sentence does not contain any factual claims that are checkworthy. It only mentions an event (the Mayaguez incident) and the fact that someone had the facts related to it immediately after it occurred. However, the identity of the person who had the facts and the contents of those facts are not stated, making it impossible to fact-check this claim using publicly available information."
8948,1,0.0,And that state we controlled spending.,"This sentence does not contain any factual claims that are checkworthy. It only states that a certain state ('that state') was controlled with regards to spending, which is a subjective and vague statement."
28057,1,0.0,We have one of the most advanced patient's bill of rights.,"This sentence is non-checkworthy as it is an opinionated statement about the advancedness of the patient's bill of rights in the given location, which cannot be objectively verified using publicly available information."
15280,1,20.0,"If it is a well-known fact that I opposed air pollution laws in California, the only thing I can possibly think of is that the President must be suggesting the law that the Federal Government tried to impose on the State of California - not a law, but regulations - that would have made it impossible to drive an automobile within the city limits of any California city, or to have a place to put it if you did drive it against their regulations.","This sentence contains a claim about the President's suggestion of a law or regulation in California, but it is not clear what the specific law or regulation is or if it is a well-known fact that the President opposed it. Without more context or information, it would be difficult to fact-check this claim using publicly available information."
24593,1,0.0,"But maybe you meant that some in the country don't have the will to fight it, but those that are out there on the front line, as you know -- you've been a strong backer of law enforcement -- really -- I just want to clear that up --have the will to fight it, and, frankly, some of them are giving their lives.","This sentence is non check-worthy as it contains subjective statements and opinions, and no clear factual claims are made."
7136,1,0.0,We're not allowed to vote on it.,"This sentence does not contain any factual claims that are checkworthy. It is a statement about a prohibition, which is subjective and not publicly verifiable."
9438,1,0.0,And the reason I want middle-income taxpayers to have lower taxes is because middle-income taxpayers have been buried over the past four years.,This sentence is non-checkworthy as it contains a subjective statement 'I want' and an opinion'middle-income taxpayers have been buried' which cannot be fact-checked using publicly available information.
22188,1,0.0,And it works- -it works in Milwaukee.,This sentence only contains a subjective statement 'it works' and a place name 'Milwaukee'. It does not contain any factual claims that can be checked using publicly available information.
8140,1,0.0,He has about uh - four times as much chance that he'll be out of work in his life as the white baby.,This sentence contains a subjective statement ('he has about uh - four times as much chance') and a comparison of two groups without providing any factual information or data to support the claim. It is not check-worthy.
12653,1,0.0,"They made a breakthrough in missiles, and by nineteen sixty-one, two, and three, they will be outnumbering us in missiles.","This sentence contains multiple factual claims, but they are not checkworthy because they are based on future events that cannot be fact-checked using publicly available information."
13966,1,0.0,Mr. Perot says it's a bad deal.,"This sentence only contains a subjective statement from Mr. Perot, and does not contain any factual claims that are salient to the general public."
822,1,0.0,"He says, Ã¢â€°Â¥Well, let's concede that the administration has been doing business with Noriega.","This sentence does not contain any factual claims that are checkworthy. It only contains a concession and a statement that the administration has been doing business with Noriega, which is a known fact and not salient to the general public."
24411,1,0.0,"I am going to stand by and use the moral persuasion of the US to get satisfaction in terms of prison camps, and we're making some progress there, and in terms of getting humanitarian relief in there.","This sentence does not contain any factual claims that are checkworthy. It is primarily focused on the speaker's intentions and actions, which are subjective and opinion-centered."
10619,1,0.0,"And what I've proposed, you'll hear Senator McCain say, well, he's proposing a whole bunch of new spending, but actually I'm cutting more than I'm spending so that it will be a net spending cut.",This sentence is non-checkworthy as it contains no factual claims that can be verified using publicly available information. It is a statement about Senator McCain's proposal and the speaker's interpretation of it.
29223,1,0.0,"I could name, I mean, there are thousands of them.",This sentence is non check-worthy as it only contains a vague statement and does not contain any factual claims.
11012,1,0.0,"Everybody goes to Delaware, because they've got very -- pretty loose laws when it comes to things like credit cards.",This sentence is non check-worthy as it contains subjective statements and no factual claims.
13849,1,0.0,"We went over, we got them out, we brought them back home.",This sentence is non-checkworthy as it only contains personal experiences and does not contain any factual claims that can be verified using publicly available information.
14387,1,0.0,And the only difference between me and any other businessman that has the range of businesses that I have is I haven't had that many lawsuits.,This statement is non-checkworthy as it is an opinion and a subjective claim about the speaker's personal history with lawsuits.
18927,1,0.0,We convinced Libya to disarm.,This sentence is non check-worthy as it is an opinionated statement and there is no publicly available information to fact-check.
23242,1,0.0,The stock market was declining six months prior to my arrival.,"This sentence is non check-worthy as it only contains a statement about the past that is not factual enough to be checked using publicly available information. It is a subjective statement about a specific event that occurred before the speaker's arrival, and there is no clear claim about the extent or magnitude of the stock market decline that can be fact-checked."
2505,1,0.0,He now says he's going to replace Obamacare and ensure that all the good things that are in it are going to be in there and you don't have to worry.,This sentence is non-checkworthy as it contains subjective statements and opinions about what the speaker'says' and what 'good things' are in Obamacare. There is no clear factual claim that can be checked using publicly available information.
32599,1,0.0,I worked very hard and was very proud to be re-elected in New York by an even bigger margin than I had been elected the first time.,"This sentence is non-checkworthy as it is an opinionated statement about the speaker's own experience and the magnitude of their re-election victory, which cannot be fact-checked using publicly available information."
29200,1,0.0,"When they sell in -- automatic, 16 percent, approximately.","This sentence contains an approximate number, but it is not clear what is being sold or in what context. Without more information, it is not possible to fact-check this claim using publicly available information."
23208,1,0.0,"And today it's less than 1 percent, because we're working together to try to bring this deficit under control.",This sentence is non-checkworthy as it contains a subjective statement 'today it's less than 1 percent' and an opinion 'we're working together to try to bring this deficit under control'.
18431,1,0.0,We know that he promised America that he was going to build this coalition.,"This sentence is non-checkworthy as it only contains a statement about a promise made by a person, which is subjective and not factual."
8575,1,0.0,That's the same percentage that it was twenty years ago.,"This sentence does not contain any factual claims that can be checked using publicly available information. It only contains a comparison using the same percentage twenty years ago, which is a subjective statement."
27387,1,0.0,We're now at under 285.,"This sentence does not contain any factual claims that are checkworthy. It is a statement about a number, but it is not clear what '285' refers to. Without additional context, it is impossible to fact-check this sentence using publicly available information."
26004,1,0.0,"Social Security is stable until, as you pointed out, at least the third decade of the next century.",This sentence is non check-worthy as it only contains an opinionated statement about the stability of Social Security until the third decade of the next century. There is no factual claim that can be checked using publicly available information.
28392,1,0.0,"Under my plan, if you make -- the top -- the wealthy people pay 62% of the taxes today.",This sentence is non-checkworthy as it contains a subjective statement 'under my plan' and a vague claim 'the top wealthy people pay 62% of the taxes today' without specifying who the top wealthy people are or what taxes are being referred to.
34006,1,0.0,"... because your donors and your special interests are doing the same thing as I do, except even more so.",This sentence contains an opinionated statement and a vague claim about 'donors and special interests'. It is not fact-checkable using publicly available information.
34318,1,0.0,But we're bringing it from 1 percent up to 4 percent.,This sentence does not contain any factual claims that are checkworthy. It only describes an action without providing any specific facts or statistics.
6870,1,0.0,He has no record on reforming of health care.,This sentence is non-checkworthy as it is an opinion-centered statement and does not contain any factual claims that can be verified using publicly available information.
5568,1,0.0,"The whole premise behind Senator Obama's plans are class warfare, let's spread the wealth around.",This sentence is non-checkworthy as it contains opinionated statements and lacks any factual claims that can be verified using publicly available information.
25877,1,0.0,We used to have 18.,This sentence does not contain any factual claims that are checkworthy or salient to the general public. It only mentions a past number without providing any context or information that can be fact-checked using publicly available data.
1049,1,0.0,I think the major reason for a decrease in participation that we have experienced ever since 1960 has been the deep discouragement of the American people about the performance of public officials.,This sentence is non check-worthy as it contains subjective statements and opinions about the reasons for a decrease in participation in politics since 1960.
29831,1,0.0,And it was terminated by current mayor.,"This sentence only contains a statement about an action performed by the current mayor, which is not factual enough to be checkworthy as it depends on the identity of the current mayor and the specific context of the termination."
5703,1,0.0,They're doing it all over America because they have to.,This sentence is non check-worthy as it contains a subjective statement 'they have to' and lacks a clear factual claim.
14955,1,0.0,I'm confident that it can be done and that it will reduce inflation because I did it in California.,"This sentence is non-checkworthy as it contains subjective statements and personal experiences, which cannot be fact-checked using publicly available information."
23945,1,0.0,"You even brought some right-wing congressman into the White House to plot how to attack me for going to Russia in 1969-70, when over 50,000 other Americans did.","This statement contains multiple claims that are not factually verifiable or not salient to the general public. The first claim is about a specific right-wing congressman being brought to the White House, but no names are mentioned. It is also unclear what the purpose of this meeting was. The second claim is about over 50,000 other Americans going to Russia during the same time period, but no context or significance is provided. Without more information, it is impossible to fact-check these claims using publicly available information."
10838,1,0.0,I have fought excess spending.,This sentence is non-checkworthy as it is an opinionated statement and does not contain any factual claims that can be verified using publicly available information.
10267,1,0.0,"Now, Governor Romney actually wants to expand those tax breaks.","This sentence does not contain any factual claims that are checkworthy. It only states Governor Romney's desire, which is subjective and opinion-centered."
4326,1,0.0,"Obviously, we've poured billions of dollars into airport security.",This sentence is non-checkworthy as it only contains an opinionated statement 'we've poured billions of dollars' without providing any factual information or a specific amount that can be fact-checked.
19715,1,0.0,"The bottom line is, we went in there alone.",This sentence is non-checkworthy as it only contains a subjective statement about an action taken by the speaker and does not contain any factual claims.
12020,1,0.0,He is for registration of guns.,"This sentence is non-checkworthy as it only contains a subjective statement about someone's position on an issue, which is not a factual claim."
14256,1,0.0,And in 12 years as governor I guess I've taken on every interest group there was in my state at one time or another to fight for change.,"This sentence is non-checkworthy as it contains subjective statements and is focused on the speaker's personal experiences and actions, rather than factual information that can be verified publicly."
14646,1,0.0,"And then, Helen, I really believe where people are going to ask this question about trust, because I do think there's a pattern by Governor Clinton of saying one thing to please one group, and then trying to please another group.","This sentence does not contain any factual claims that are checkworthy. It only expresses opinions and speculations about Governor Clinton's behavior, which are not verifiable using publicly available information."
21847,1,0.0,He can buy insurance cheaper than Mom and Pop's store on the corner.,This sentence is non-checkworthy as it contains a subjective claim ('cheaper') and a comparison between two entities ('He' and 'Mom and Pop''s store') that would require additional context and information to fact-check.
2952,1,0.0,"In the case of Helsinki, thirty-five nations signed an agreement, including the secretary of state for the Vatican - I can't under any circumstances believe that the - His Holiness, the Pope would agree by signing that agreement that the thirty-five nations have turned over to the Warsaw Pact nations the domination of the - Eastern Europe.","This sentence contains multiple opinion-based statements and no factual claims that can be checked using publicly available information. The sentence expresses the speaker's disbelief that the Pope would agree to an agreement, and there is no mention of any specific agreement or its terms that can be fact-checked. Therefore, it is not check-worthy."
19338,1,0.0,"Let me say, first of all, I signed a tort reform bill that dealt with civilian aviation a couple of years ago.","This statement is non-checkworthy as it is an opinion and a statement about an action taken by the speaker in the past, which is not publicly verifiable."
31990,1,0.0,"Her client she represented got him off, and she's seen laughing on two separate occasions, laughing at the girl who was raped.","This sentence contains multiple claims that are not factual or salient to the general public. The first claim, 'Her client she represented got him off,' is a legal outcome that is not newsworthy or factual to the general public. The second claim, 'laughing on two separate occasions, laughing at the girl who was raped,' is a subjective claim that is not factual and does not provide any publicly available information to fact-check."
161,1,0.0,Spending was only up something like 4 percent.,"This sentence contains a vague claim about spending being 'up something like 4 percent'. Without a specific amount or context, it is difficult to fact-check this claim using publicly available information."
4350,1,0.0,"But in the case of missile defense, Senator Obama said it had to be, quote, ""proven.""","This sentence contains a quote from Senator Obama, but it does not contain any factual claims that are checkworthy. The word 'proven' is subjective and does not provide enough information to fact-check."
28426,1,0.0,Medicare -- I cast the tie-breaking vote to add 26 years to the life of Medicare.,"This sentence is non-checkworthy as it is a subjective statement about a specific action taken by a person in the past, and there is no publicly available information to fact-check."
15117,1,0.0,I didn't hear any comment from Governor Reagan about what he would do to stop or reduce terrorism in the future.,"This sentence does not contain any factual claims that are checkworthy. It is a statement about what the speaker did not hear, which is subjective in nature."
7600,1,0.0,In the first place I've never suggested that Cuba was lost except for the present.,This sentence does not contain any factual claims that are checkworthy. It is an opinion-centered statement about the speaker's past suggestions.
1252,1,0.0,"When uh - the Nixon-Ford Administration started, this was 10 percent.","The sentence is non check-worthy as it only contains a trivial factual claim about the Nixon-Ford Administration starting and a vague statement about ""this"" being 10 percent. Without more context, it is impossible to fact-check this claim using publicly available information. Therefore, the score is 0."
7279,1,0.0,"I did think we ought to extend the assault weapons ban, and was told the fact that the bill was never going to move, because Republicans and Democrats were against the assault weapon ban, people of both parties.","This sentence is non-checkworthy as it contains no factual claims that can be verified using publicly available information. It only expresses the speaker's opinion and the fact that a bill was not going to move, which is a trivial factual claim."
12326,1,0.0,"It's pollution, carbon dioxide, and other chemicals that are even more potent, but in smaller quantities, that cause this.","This sentence is non-checkworthy as it contains subjective claims and is focused on causation, which is often difficult to fact-check with publicly available information."
27825,1,0.0,"Governor Romney, that's not what you said...","This sentence is non check-worthy as it is a statement of disagreement and does not contain any factual claims. Therefore, it would receive a score of 0. The reasoning is that it is a subjective statement and does not provide any factual information that can be verified."
26385,1,0.0,The Bureau of Labor Statistics today said they made a mistake.,"This sentence only contains a statement about a mistake made by the Bureau of Labor Statistics, which is not a fact that can be checked using publicly available information. It is an internal matter of the organization and does not provide any factual information for verification."
16499,1,0.0,"Well, Mr. Ford is - is uh changing uh considerably his previous philosophy.","This sentence does not contain any clear factual claims and is more focused on Mr. Ford's philosophy, which is subjective and not publicly verifiable."
19616,1,0.0,"I did give about six months before the effective date of the act before lawsuits can actually be filed, even though they're effective now, and can be legally binding, because I want to change Cuba.","This sentence contains subjective statements and opinions, and does not contain any factual claims that are salient to the general public."
27592,1,0.0,"In the same way that you initially opposed a timetable in Afghanistan, now you're for it, although it depends.","This sentence contains a conditional statement and an opinion, making it non-checkworthy."
8234,1,0.0,It runs a minimum of thirteen and two-tenths billions dollars a year more than we are presently spending to a maximum of eighteen billion dollars a year more than we're presently spending.,"This sentence contains multiple claims that are not factual and not publicly verifiable. The first claim is that the minimum spending is thirteen and two-tenths billions dollars a year more than we are presently spending. The second claim is that the maximum spending is eighteen billion dollars a year more than we're presently spending. These claims lack specificity and do not provide enough context to fact-check. Additionally, the sentence uses vague language such as 'we' and 'presently spending', which makes it difficult to determine the source of the information and the accuracy of the claims."
6952,1,0.0,We're aligning facilities where the veterans live now.,This sentence does not contain any factual claims that are checkworthy or salient to the general public. It only describes an ongoing process without providing any specific facts or statistics.
13014,1,0.0,Twenty new countries in Africa during the course of this Administration.,This statement is not checkworthy as it is a subjective claim about the number of new countries created during a specific administration. There is no publicly available information to fact-check this claim.
6829,1,0.0,"And therefore, the actual user of health care is not the purchaser of health care.","This sentence does not contain any factual claims that are checkworthy. It is a statement about the relationship between the user and purchaser of health care, which is subjective in nature."
10867,1,0.0,Senator Obama has opposed that.,"This sentence is non check-worthy as it only contains a statement about Senator Obama's opposition, which is subjective and not factual enough to be checked."
13894,1,0.0,I have never said we should write it into law if there is evidence that that goal cannot be achieved.,This sentence is a statement of opinion and does not contain any factual claims that can be checked using publicly available information.
22842,1,0.0,Now they have the bombs and we're less safe.,This sentence contains an opinionated statement 'we're less safe' and does not provide any factual information that can be checked.
16631,1,0.0,In the Georgia government we only had one agency responsible for drug treatment.,This sentence is non check-worthy as it only contains a factual claim that is trivial and not salient to the general public.
17394,1,0.0,I think they also know that we had a commission that came in a year ago with a recommendation on education -- on excellence in education.,"This sentence contains an opinion ('I think they also know') and a vague reference to a commission and its recommendation, which would likely require access to private information or extensive research to fact-check accurately. Therefore, it is non-checkworthy."
5514,1,0.0,And I pushed for some core principles: making sure that taxpayer can get their money back if they're putting money up.,"This sentence does not contain any factual claims that are checkworthy. It only mentions the speaker's action and their intention, which are subjective and not publicly verifiable."
29742,1,0.0,"And our mayor, our new mayor, refused to go forward with the case.","This sentence is non-checkworthy as it only contains a statement about the mayor's action, which is subjective and does not contain any factual information that can be verified publicly."
14295,1,0.0,"Look at Lynn Martin, who's fighting against this glass ceiling and doing a first-class job on it.",This sentence is non-checkworthy as it contains a subjective statement 'first-class job' and a metaphorical expression 'fighting against this glass ceiling' which lacks clear factual information.
23640,1,0.0,"In other words, if you're a mom and you're pregnant and you get killed, the murderer gets tried for two cases, not just one.","This sentence contains a subjective statement ('if you're a mom') and a conditional statement ('and you're pregnant and you get killed') that makes it difficult to determine if it contains a factual claim. Additionally, the sentence does not provide any clear information about the number of cases a murderer would be tried for in this hypothetical scenario, making it non-checkworthy."
24068,1,0.0,It's 10 cents a year cumulative.,This sentence does not contain any factual claims that are checkworthy or salient to the general public. It is a subjective statement about a cumulative cost of 10 cents a year.
27366,1,0.0,It's not driven by politics.,This statement is purely subjective and does not contain any factual claims that can be checked using publicly available information.
14930,1,20.0,Mr. Carter had also promised that he would not use unemployment as a tool to fight against inflation.,"This sentence contains a claim about Mr. Carter's past actions, but it is not clear if this claim is factual or not. Additionally, it is not salient to the general public as it only refers to a specific historical event and a specific individual. Therefore, it is given a low check-worthiness score."
29041,1,0.0,"Highest private home ownership ever, but I'll make you one promise here."," The sentence is non check-worthy as it contains a subjective statement ""I'll make you one promise here"" and a vague claim ""Highest private home ownership ever"" without providing any factual information or context to verify it. Therefore, the score would be 0."
12271,1,0.0,But it starts with working in a collaborative effort with states and local folks.,"This sentence does not contain any factual claims that are salient to the general public. It only mentions working collaboratively with states and local folks, which is a subjective and opinion-centered statement."
2485,1,0.0,"Innermountain Healthcare does it superbly well, Mayo Clinic is doing it superbly well, Cleveland Clinic, others.","This sentence contains multiple subjective statements ('does it superbly well') and does not provide any factual information about the specific actions or achievements of Innermountain Healthcare, Mayo Clinic, or Cleveland Clinic that could be fact-checked."
21196,1,0.0,This man has outspent me and the special interests are outspending me.,This sentence contains subjective statements and does not provide any factual claims that can be checked using publicly available information.
19871,1,0.0,"It costs about $27,000 to pay people to volunteer.",This sentence is non check-worthy as it contains a statement that is not factual and not salient to the general public. The cost of paying people to volunteer is not a factual claim and is subjective in nature.
7337,1,0.0,"This president is the first president ever, I think, not to meet with the NAACP.",This statement is non-checkworthy as it is an opinion and there is no factual claim that can be verified or falsified with publicly available information.
27057,1,0.0,"What we've done is organize the international community, saying Assad has to go.","This sentence contains a statement about what 'we' have done, which is subjective and not factual. It also does not contain any specific claims about Assad or the international community that can be fact-checked using publicly available information."
29282,1,0.0,"For 30 years, you've been doing it, and now you're just starting to think of solutions.",This sentence is non-checkworthy as it contains no factual claims and is more of a rhetorical statement expressing an opinion about someone's behavior over time.
26019,1,0.0,"After this year is over, we'll resolve it just as we did with Social Security in `83.",This sentence does not contain any factual claims that are checkworthy. It only contains a reference to a past event (Social Security in `83') and a prediction for the future ('we'll resolve it'). These types of statements are not checkworthy as they do not provide any new or verifiable information for the general public.
13278,1,0.0,He didn't take that position on Tibet.,"This sentence does not contain any factual claims that are checkworthy. It only states that someone 'didn't take that position', which is an opinion and not a fact."
23177,1,0.0,We passed it out of the House of Representatives.,This sentence is non-checkworthy as it only describes an action that occurred in the past and is not factual or salient to the general public.
19527,1,0.0,Now I understand it's been extended 'til some time next year.,"This sentence is non-checkworthy as it only contains a statement about an extension of something, which is a trivial factual claim. There is no clear claim about a specific date or duration that can be fact-checked using publicly available information. Therefore, the score would be 0 with the reasoning that the sentence is not check-worthy."
7110,1,0.0,They're much better protected today than they were when I was the governor of Texas.,"This statement is subjective and opinion-centered as it contains the phrase 'they're much better protected' which is a subjective assessment. Additionally, it is not clear what 'they' refers to, making it difficult to fact-check using publicly available information."
6882,1,20.0,"But more importantly, with respect to the question of no record, I helped write -- I did write, I was one of the original authors of the early childhood health care and the expansion of health care that we did in the middle of the 1990s.","This sentence contains a factual claim about the author's involvement in writing early childhood health care policies in the 1990s. However, the claim is not particularly salient to the general public and may only be of interest to those following the specific policy debates during that time period. Additionally, the sentence does not provide any specific numbers or statistics that could be fact-checked."
12582,1,0.0,"It isn't an issue with Mr. Nixon, who now says that he also supports the Eisenhower policy.","This sentence does not contain any factual claims that are checkworthy. It only mentions Mr. Nixon's current position, which is subjective and opinion-centered."
3281,1,0.0,"On July twelfth of this year, we gave full permission for the release of that report.","This sentence does not contain any factual claims that are checkworthy. It only mentions a specific date and an action (giving permission), which are not publicly verifiable facts."
15209,1,0.0,"If you put 50 tons of TNT in each one of railroad cars, you would have a carload of TNT - a trainload of TNT stretching across this nation.",This sentence is non-checkworthy as it contains a subjective statement ('across this nation') and a hypothetical scenario ('50 tons of TNT in each railroad car') that cannot be fact-checked using publicly available information.
6716,1,0.0,We have more people who qualify.,This sentence does not contain any factual claims that are checkworthy. It only expresses a subjective statement 'We have more people who qualify' without specifying who qualifies for what or providing any quantifiable data.
27811,1,0.0,But the president mentioned the auto industry and that somehow I would be in favor of jobs being elsewhere.,"This sentence does not contain any factual claims that are checkworthy. It only contains a statement about the president's actions and the speaker's potential reaction, which are subjective and opinion-centered."
2489,1,0.0,Let me just point out first of all this board that we're talking about can't make decisions about what treatments are given.,"This sentence does not contain any factual claims that are checkworthy. It is a statement about the limitations of a board, which is an opinion and not a fact."
29313,1,0.0,But you haven't done it in 30 years or 26 years or any number you want to...,"This sentence is non check-worthy as it contains no factual claims and is primarily composed of subjective statements and questions. Therefore, it would receive a score of 0. The reasoning behind this is that fact-checking requires objective, verifiable information, and this sentence does not provide any."
14474,1,0.0,And they buried it till right after the election.,"This sentence contains a past tense verb 'buried', but it does not provide any factual information about who, what, when, where, or how the burial occurred. It is also not salient to the general public as it is a specific event that lacks context and significance."
23549,1,0.0,I helped double the NIH budget to $28 billion a year to find cures.,This sentence is non-checkworthy as it contains a subjective claim ('I helped') and an opinionated statement ('find cures'). There is no publicly available information to fact-check in this sentence.
